lat,lon,Methan_june11,Methane_june26,Methane_Aug,Methane_Jan,WUE_june11,WUE_june26,WUE_Aug,WUE_Jan,,ET_june11,ET_june26,ET_Aug,ET_Jan,Nitrogen_june11,Nitrogen_june26,Nitrogen_Aug,Nitrogen_Jan,,GPP_june11,GPP_june26,GPPAug,GPP_Jan
38.85177227,-121.5945216,,1893.338387,1898.363209,1899.447387,2.518518519,1.944444444,2.612068966,4.705882353,,135,153,116,17,57.79696274,62.87653732,54.62744904,45.21762085,,340.0000001,297.4999999,303.0000001,80
38.85578271,-121.5849085,,1894.015681,1897.943186,1883.16256,4.684210526,2.443181818,2.575471698,5,,95,132,106,15,64.30644989,65.61470795,52.99550629,48.54103851,,445,322.5,273,75
38.86754535,-121.6003581,,1887.25855,1896.466884,1900.234253,8.576923077,4.56097561,3.45,6.722222222,,39,41,40,18,49.15804291,46.19823456,47.96356583,48.95797729,,334.5,187,138,121
38.87289136,-121.5958949,,1887.909276,1895.08384,1890.61973,6.992647059,4.201492537,2.785714286,6.105263158,,68,67,56,19,49.26992798,53.94252777,48.10832214,70.26379395,,475.5,281.5,156,116
38.88411668,-121.6010447,,1886.451215,1893.618732,1888.525391,3.09039548,1.773399015,2,3.571428571,,177,203,162,21,71.53778839,71.66013336,68.58078003,44.99605942,,547,360,324,74.99999999
38.88892699,-121.5986415,,1889.067,1894.374223,1885.970782,2.406091371,1.488479263,1.635869565,2.75,,197,217,184,24,75.78762817,74.62963104,73.2718811,41.58181763,,474.0000001,323.0000001,301,66
38.89667624,-121.5773554,,1888.884176,1896.634856,1885.290283,2.583850932,1.730769231,1.820689655,1.523809524,,161,169,145,21,60.95889282,60.97163391,61.4216423,58.61937332,,416.0000001,292.5,264,32
38.90659403,-121.5993281,,1888.861571,1894.125596,1885.290283,4.708333333,5.646341463,9.838709677,2.947368421,,48,41,31,19,51.48521423,49.80991745,49.08150864,57.43923187,,226,231.5,305,56
38.91006708,-121.6048213,,1889.427455,1889.757085,1886.73308,5.347457627,2.9,3.961038961,3,,59,85,77,19,52.79556274,50.06328583,50.38499832,44.79743958,,315.5,246.5,305,57
38.91848182,-121.5679141,,1888.19703,1895.095562,1885.290283,2.507772021,1.688940092,1.823529412,3.285714286,,193,217,187,21,73.3379364,69.67511749,71.66799927,46.08886337,,484.0000001,366.5,341,69.00000001
38.92342335,-121.5636225,,1889.092789,1896.259085,1885.290283,2.906040268,2.360465116,2.84057971,5.928571429,,149,172,138,14,61.44869995,60.79305649,59.81389236,55.47646332,,432.9999999,406,392,83.00000001
38.92449175,-121.5900584,,1889.47973,1894.619463,1886.238349,3.606870229,2.003205128,1.453125,3.727272727,,131,156,128,22,58.64925766,59.99672699,59.0891037,49.59140396,,472.5,312.5,186,81.99999999
38.94180936,-121.555502,1885.346781,1888.690362,1901.536255,1899.625705,5.278481013,2.377697842,2.229508197,3.619047619,,79,139,122,21,56.32543564,47.07968521,62.7129631,55.1480217,,417,330.5,272,76
38.95662804,-121.5462323,1881.167317,1891.182164,1901.111311,1901.742817,3.484939759,1.875,1.612903226,3.75,,166,192,155,24,64.97003174,66.92948151,60.56009674,57.37507629,,578.5,360,250,90
38.95973971,-121.4008876,1885.811135,1895.249908,1910.84528,1900.548991,2.020512821,1.486547085,1.977900552,2.08,,195,223,181,25,72.37484741,72.39452362,65.64724731,45.77517319,,394.0000001,331.5,357.9999999,52
38.96641349,-121.5574427,1879.212646,1889.420466,1900.762974,1899.625718,2.597368421,1.633802817,1.913043478,3.65,,190,213,184,20,66.6217041,63.58734131,60.6518631,43.51330566,,493.5,348,352,73
38.96663891,-121.4840909,1885.811035,1893.350994,1903.920819,1903.306315,2.1,1.616402116,2.065789474,3.176470588,,140,189,152,17,66.38738251,58.46340179,66.49594879,52.92529678,,294,305.4999999,314,54
38.96677238,-121.500742,1885.364508,1893.365527,1901.277942,1902.913837,2.863387978,1.933168317,2.047619048,2.739130435,,183,202,168,23,62.50159073,64.52169037,68.01326752,53.62655258,,524,390.5,344.0000001,63.00000001
38.96703932,-121.5299244,1880.108975,1892.816811,1899.693727,1901.742839,2.909090909,1.549751244,1.435582822,4.619047619,,187,201,163,21,71.09933472,71.95044708,69.40480804,45.99849701,,544,311.5,234,97
